trap,year,month,spec,number,wnv
T071,2007,6,CULEX RESTUANS,0.0,0.0
T071,2007,6,CULEX TERRITANS,0.0,0.0
T071,2007,6,CULEX ERRATICUS,0.0,0.0
T071,2007,6,CULEX PIPIENS/RESTUANS,0.0,0.0
T071,2007,7,CULEX SALINARIUS,0.0,0.0
T071,2007,7,CULEX TARSALIS,0.0,0.0
T071,2007,7,CULEX PIPIENS,1.0,0.0
T071,2007,7,CULEX RESTUANS,1.0,0.0
T071,2007,7,CULEX TERRITANS,0.0,0.0
T071,2007,7,CULEX ERRATICUS,0.0,0.0
T071,2007,7,CULEX PIPIENS/RESTUANS,2.0,0.0
T071,2007,8,CULEX SALINARIUS,0.0,0.0
T071,2007,8,CULEX TARSALIS,0.0,0.0
T071,2007,8,CULEX PIPIENS,28.0,0.0
T071,2007,8,CULEX RESTUANS,0.0,0.0
T071,2007,8,CULEX TERRITANS,0.0,0.0
T071,2007,8,CULEX ERRATICUS,0.0,0.0
T071,2007,8,CULEX PIPIENS/RESTUANS,33.0,0.0
T071,2007,9,CULEX SALINARIUS,0.0,0.0
T071,2007,9,CULEX TARSALIS,0.0,0.0
T071,2007,9,CULEX PIPIENS,0.0,0.0
T071,2007,9,CULEX RESTUANS,0.0,0.0
T071,2007,9,CULEX TERRITANS,0.0,0.0
T071,2007,9,CULEX ERRATICUS,0.0,0.0
T071,2007,9,CULEX PIPIENS/RESTUANS,0.0,0.0
T071,2007,10,CULEX SALINARIUS,0.0,0.0
T071,2007,10,CULEX TARSALIS,0.0,0.0
T071,2007,10,CULEX PIPIENS,0.0,0.0
T071,2007,10,CULEX RESTUANS,0.0,0.0
T071,2007,10,CULEX TERRITANS,0.0,0.0
T071,2007,10,CULEX ERRATICUS,0.0,0.0
T071,2007,10,CULEX PIPIENS/RESTUANS,0.0,0.0
T071,2009,5,CULEX SALINARIUS,0.0,0.0
T071,2009,5,CULEX TARSALIS,0.0,0.0
T071,2009,5,CULEX PIPIENS,0.0,0.0
T071,2009,5,CULEX RESTUANS,0.0,0.0
T071,2009,5,CULEX TERRITANS,0.0,0.0
T071,2009,5,CULEX ERRATICUS,0.0,0.0
T071,2009,5,CULEX PIPIENS/RESTUANS,0.0,0.0
T071,2009,6,CULEX SALINARIUS,0.0,0.0
T071,2009,6,CULEX TARSALIS,0.0,0.0
T071,2009,6,CULEX PIPIENS,0.0,0.0
T071,2009,6,CULEX RESTUANS,0.0,0.0
T071,2009,6,CULEX TERRITANS,0.0,0.0
T071,2009,6,CULEX ERRATICUS,0.0,0.0
T071,2009,6,CULEX PIPIENS/RESTUANS,0.0,0.0
T071,2009,7,CULEX SALINARIUS,0.0,0.0
T071,2009,7,CULEX TARSALIS,0.0,0.0
T071,2009,7,CULEX PIPIENS,0.0,0.0
T071,2009,7,CULEX RESTUANS,0.0,0.0
T071,2009,7,CULEX TERRITANS,0.0,0.0
T071,2009,7,CULEX ERRATICUS,0.0,0.0
T071,2009,7,CULEX PIPIENS/RESTUANS,0.0,0.0
T071,2009,8,CULEX SALINARIUS,0.0,0.0
T071,2009,8,CULEX TARSALIS,0.0,0.0
T071,2009,8,CULEX PIPIENS,0.0,0.0
T071,2009,8,CULEX RESTUANS,0.0,0.0
T071,2009,8,CULEX TERRITANS,0.0,0.0
T071,2009,8,CULEX ERRATICUS,0.0,0.0
T071,2009,8,CULEX PIPIENS/RESTUANS,0.0,0.0
T071,2009,9,CULEX SALINARIUS,0.0,0.0
T071,2009,9,CULEX TARSALIS,0.0,0.0
T071,2009,9,CULEX PIPIENS,0.0,0.0
T071,2009,9,CULEX RESTUANS,0.0,0.0
T071,2009,9,CULEX TERRITANS,0.0,0.0
T071,2009,9,CULEX ERRATICUS,0.0,0.0
T071,2009,9,CULEX PIPIENS/RESTUANS,0.0,0.0
T071,2009,10,CULEX SALINARIUS,0.0,0.0
T071,2009,10,CULEX TARSALIS,0.0,0.0
T071,2009,10,CULEX PIPIENS,0.0,0.0
T071,2009,10,CULEX RESTUANS,0.0,0.0
T071,2009,10,CULEX TERRITANS,0.0,0.0
T071,2009,10,CULEX ERRATICUS,0.0,0.0
T071,2009,10,CULEX PIPIENS/RESTUANS,0.0,0.0
T071,2011,5,CULEX SALINARIUS,0.0,0.0
T071,2011,5,CULEX TARSALIS,0.0,0.0
T071,2011,5,CULEX PIPIENS,0.0,0.0
T071,2011,5,CULEX RESTUANS,0.0,0.0
T071,2011,5,CULEX TERRITANS,0.0,0.0
T071,2011,5,CULEX ERRATICUS,0.0,0.0
T071,2011,5,CULEX PIPIENS/RESTUANS,0.0,0.0
T071,2011,6,CULEX SALINARIUS,0.0,0.0
T071,2011,6,CULEX TARSALIS,0.0,0.0
T071,2011,6,CULEX PIPIENS,0.0,0.0
T071,2011,6,CULEX RESTUANS,0.0,0.0
T071,2011,6,CULEX TERRITANS,0.0,0.0
T071,2011,6,CULEX ERRATICUS,0.0,0.0
T071,2011,6,CULEX PIPIENS/RESTUANS,0.0,0.0
T071,2011,7,CULEX SALINARIUS,0.0,0.0
T071,2011,7,CULEX TARSALIS,0.0,0.0
T071,2011,7,CULEX PIPIENS,0.0,0.0
T071,2011,7,CULEX RESTUANS,0.0,0.0
T071,2011,7,CULEX TERRITANS,0.0,0.0
T071,2011,7,CULEX ERRATICUS,0.0,0.0
T071,2011,7,CULEX PIPIENS/RESTUANS,0.0,0.0
T071,2011,8,CULEX SALINARIUS,0.0,0.0
T071,2011,8,CULEX TARSALIS,0.0,0.0
T071,2011,8,CULEX PIPIENS,0.0,0.0
T071,2011,8,CULEX RESTUANS,0.0,0.0
T071,2011,8,CULEX TERRITANS,0.0,0.0
T071,2011,8,CULEX ERRATICUS,0.0,0.0
T071,2011,8,CULEX PIPIENS/RESTUANS,0.0,0.0
T071,2011,9,CULEX SALINARIUS,0.0,0.0
T071,2011,9,CULEX TARSALIS,0.0,0.0
T071,2011,9,CULEX PIPIENS,0.0,0.0
T071,2011,9,CULEX RESTUANS,0.0,0.0
T071,2011,9,CULEX TERRITANS,0.0,0.0
T071,2011,9,CULEX ERRATICUS,0.0,0.0
T071,2011,9,CULEX PIPIENS/RESTUANS,0.0,0.0
T071,2011,10,CULEX SALINARIUS,0.0,0.0
T071,2011,10,CULEX TARSALIS,0.0,0.0
T071,2011,10,CULEX PIPIENS,0.0,0.0
T071,2011,10,CULEX RESTUANS,0.0,0.0
T071,2011,10,CULEX TERRITANS,0.0,0.0
T071,2011,10,CULEX ERRATICUS,0.0,0.0
T071,2011,10,CULEX PIPIENS/RESTUANS,0.0,0.0
T071,2013,5,CULEX SALINARIUS,0.0,0.0
T071,2013,5,CULEX TARSALIS,0.0,0.0
T071,2013,5,CULEX PIPIENS,0.0,0.0
T071,2013,5,CULEX RESTUANS,0.0,0.0
T071,2013,5,CULEX TERRITANS,0.0,0.0
T071,2013,5,CULEX ERRATICUS,0.0,0.0
T071,2013,5,CULEX PIPIENS/RESTUANS,0.0,0.0
T071,2013,6,CULEX SALINARIUS,0.0,0.0
T071,2013,6,CULEX TARSALIS,0.0,0.0
T071,2013,6,CULEX PIPIENS,0.0,0.0
T071,2013,6,CULEX RESTUANS,0.0,0.0
T071,2013,6,CULEX TERRITANS,0.0,0.0
T071,2013,6,CULEX ERRATICUS,0.0,0.0
T071,2013,6,CULEX PIPIENS/RESTUANS,0.0,0.0
T071,2013,7,CULEX SALINARIUS,0.0,0.0
T071,2013,7,CULEX TARSALIS,0.0,0.0
T071,2013,7,CULEX PIPIENS,0.0,0.0
T071,2013,7,CULEX RESTUANS,0.0,0.0
T071,2013,7,CULEX TERRITANS,0.0,0.0
T071,2013,7,CULEX ERRATICUS,0.0,0.0
T071,2013,7,CULEX PIPIENS/RESTUANS,0.0,0.0
T071,2013,8,CULEX SALINARIUS,0.0,0.0
T071,2013,8,CULEX TARSALIS,0.0,0.0
T071,2013,8,CULEX PIPIENS,0.0,0.0
T071,2013,8,CULEX RESTUANS,0.0,0.0
T071,2013,8,CULEX TERRITANS,0.0,0.0
T071,2013,8,CULEX ERRATICUS,0.0,0.0
T071,2013,8,CULEX PIPIENS/RESTUANS,0.0,0.0
T071,2013,9,CULEX SALINARIUS,0.0,0.0
T071,2013,9,CULEX TARSALIS,0.0,0.0
T071,2013,9,CULEX PIPIENS,0.0,0.0
T071,2013,9,CULEX RESTUANS,0.0,0.0
T071,2013,9,CULEX TERRITANS,0.0,0.0
T071,2013,9,CULEX ERRATICUS,0.0,0.0
T071,2013,9,CULEX PIPIENS/RESTUANS,0.0,0.0
T071,2013,10,CULEX SALINARIUS,0.0,0.0
T071,2013,10,CULEX TARSALIS,0.0,0.0
T071,2013,10,CULEX PIPIENS,0.0,0.0
T071,2013,10,CULEX RESTUANS,0.0,0.0
T071,2013,10,CULEX TERRITANS,0.0,0.0
T071,2013,10,CULEX ERRATICUS,0.0,0.0
T071,2013,10,CULEX PIPIENS/RESTUANS,0.0,0.0
T003,2007,5,CULEX SALINARIUS,0.0,0.0
T003,2007,5,CULEX TARSALIS,0.0,0.0
T003,2007,5,CULEX PIPIENS,0.0,0.0
T003,2007,5,CULEX RESTUANS,0.0,0.0
T003,2007,5,CULEX TERRITANS,0.0,0.0
T003,2007,5,CULEX ERRATICUS,0.0,0.0
T003,2007,5,CULEX PIPIENS/RESTUANS,0.0,0.0
T003,2007,6,CULEX SALINARIUS,0.0,0.0
T003,2007,6,CULEX TARSALIS,0.0,0.0
T003,2007,6,CULEX PIPIENS,0.0,0.0
T003,2007,6,CULEX RESTUANS,2.0,0.0
T003,2007,6,CULEX TERRITANS,0.0,0.0
T003,2007,6,CULEX ERRATICUS,0.0,0.0
T003,2007,6,CULEX PIPIENS/RESTUANS,0.0,0.0
T003,2007,7,CULEX SALINARIUS,0.0,0.0
T003,2007,7,CULEX TARSALIS,0.0,0.0
T003,2007,7,CULEX PIPIENS,3.0,0.0
T003,2007,7,CULEX RESTUANS,5.0,0.0
T003,2007,7,CULEX TERRITANS,0.0,0.0
T003,2007,7,CULEX ERRATICUS,0.0,0.0
T003,2007,7,CULEX PIPIENS/RESTUANS,10.0,0.0
T003,2007,8,CULEX SALINARIUS,0.0,0.0
T003,2007,8,CULEX TARSALIS,0.0,0.0
T003,2007,8,CULEX PIPIENS,119.0,1.0
T003,2007,8,CULEX RESTUANS,3.0,0.0
T003,2007,8,CULEX TERRITANS,0.0,0.0
T003,2007,8,CULEX ERRATICUS,0.0,0.0
T003,2007,8,CULEX PIPIENS/RESTUANS,73.0,1.0
T003,2007,9,CULEX SALINARIUS,2.0,0.0
T003,2007,9,CULEX TARSALIS,0.0,0.0
T003,2007,9,CULEX PIPIENS,0.0,0.0
T003,2007,9,CULEX RESTUANS,49.0,0.0
T003,2007,9,CULEX TERRITANS,0.0,0.0
T003,2007,9,CULEX ERRATICUS,0.0,0.0
T003,2007,9,CULEX PIPIENS/RESTUANS,54.0,0.0
T003,2007,10,CULEX SALINARIUS,0.0,0.0
T003,2007,10,CULEX TARSALIS,0.0,0.0
T003,2007,10,CULEX PIPIENS,0.0,0.0
T003,2007,10,CULEX RESTUANS,3.0,0.0
T003,2007,10,CULEX TERRITANS,0.0,0.0
T003,2007,10,CULEX ERRATICUS,0.0,0.0
T003,2007,10,CULEX PIPIENS/RESTUANS,8.0,0.0
T003,2009,5,CULEX SALINARIUS,0.0,0.0
T003,2009,5,CULEX TARSALIS,0.0,0.0
T003,2009,5,CULEX PIPIENS,0.0,0.0
T003,2009,5,CULEX RESTUANS,0.0,0.0
T003,2009,5,CULEX TERRITANS,0.0,0.0
T003,2009,5,CULEX ERRATICUS,0.0,0.0
T003,2009,5,CULEX PIPIENS/RESTUANS,0.0,0.0
T003,2009,6,CULEX SALINARIUS,0.0,0.0
T003,2009,6,CULEX TARSALIS,0.0,0.0
T003,2009,6,CULEX PIPIENS,2.0,0.0
T003,2009,6,CULEX RESTUANS,2.0,0.0
T003,2009,6,CULEX TERRITANS,1.0,0.0
T003,2009,6,CULEX ERRATICUS,0.0,0.0
T003,2009,6,CULEX PIPIENS/RESTUANS,17.0,0.0
T003,2009,7,CULEX SALINARIUS,0.0,0.0
T003,2009,7,CULEX TARSALIS,0.0,0.0
T003,2009,7,CULEX PIPIENS,6.0,0.0
T003,2009,7,CULEX RESTUANS,35.0,0.0
T003,2009,7,CULEX TERRITANS,0.0,0.0
T003,2009,7,CULEX ERRATICUS,0.0,0.0
T003,2009,7,CULEX PIPIENS/RESTUANS,109.0,0.0
T003,2009,8,CULEX SALINARIUS,0.0,0.0
T003,2009,8,CULEX TARSALIS,0.0,0.0
T003,2009,8,CULEX PIPIENS,22.0,0.0
T003,2009,8,CULEX RESTUANS,35.0,0.0
T003,2009,8,CULEX TERRITANS,0.0,0.0
T003,2009,8,CULEX ERRATICUS,0.0,0.0
T003,2009,8,CULEX PIPIENS/RESTUANS,219.0,0.0
T003,2009,9,CULEX SALINARIUS,0.0,0.0
T003,2009,9,CULEX TARSALIS,0.0,0.0
T003,2009,9,CULEX PIPIENS,2.0,0.0
T003,2009,9,CULEX RESTUANS,2.0,0.0
T003,2009,9,CULEX TERRITANS,0.0,0.0
T003,2009,9,CULEX ERRATICUS,0.0,0.0
T003,2009,9,CULEX PIPIENS/RESTUANS,36.0,0.0
T003,2009,10,CULEX SALINARIUS,0.0,0.0
T003,2009,10,CULEX TARSALIS,0.0,0.0
T003,2009,10,CULEX PIPIENS,7.0,0.0
T003,2009,10,CULEX RESTUANS,3.0,0.0
T003,2009,10,CULEX TERRITANS,0.0,0.0
T003,2009,10,CULEX ERRATICUS,0.0,0.0
T003,2009,10,CULEX PIPIENS/RESTUANS,36.0,1.0
T003,2011,5,CULEX SALINARIUS,0.0,0.0
T003,2011,5,CULEX TARSALIS,0.0,0.0
T003,2011,5,CULEX PIPIENS,0.0,0.0
T003,2011,5,CULEX RESTUANS,0.0,0.0
T003,2011,5,CULEX TERRITANS,0.0,0.0
T003,2011,5,CULEX ERRATICUS,0.0,0.0
T003,2011,5,CULEX PIPIENS/RESTUANS,0.0,0.0
T003,2011,6,CULEX SALINARIUS,0.0,0.0
T003,2011,6,CULEX TARSALIS,0.0,0.0
T003,2011,6,CULEX PIPIENS,2.0,0.0
T003,2011,6,CULEX RESTUANS,5.0,0.0
T003,2011,6,CULEX TERRITANS,0.0,0.0
T003,2011,6,CULEX ERRATICUS,0.0,0.0
T003,2011,6,CULEX PIPIENS/RESTUANS,67.0,1.0
T003,2011,7,CULEX SALINARIUS,0.0,0.0
T003,2011,7,CULEX TARSALIS,0.0,0.0
T003,2011,7,CULEX PIPIENS,0.0,0.0
T003,2011,7,CULEX RESTUANS,51.0,0.0
T003,2011,7,CULEX TERRITANS,0.0,0.0
T003,2011,7,CULEX ERRATICUS,0.0,0.0
T003,2011,7,CULEX PIPIENS/RESTUANS,106.0,0.0
T003,2011,8,CULEX SALINARIUS,0.0,0.0
T003,2011,8,CULEX TARSALIS,0.0,0.0
T003,2011,8,CULEX PIPIENS,18.0,0.0
T003,2011,8,CULEX RESTUANS,24.0,0.0
T003,2011,8,CULEX TERRITANS,0.0,0.0
T003,2011,8,CULEX ERRATICUS,0.0,0.0
T003,2011,8,CULEX PIPIENS/RESTUANS,70.0,1.0
T003,2011,9,CULEX SALINARIUS,0.0,0.0
T003,2011,9,CULEX TARSALIS,0.0,0.0
T003,2011,9,CULEX PIPIENS,37.0,1.0
T003,2011,9,CULEX RESTUANS,3.0,0.0
T003,2011,9,CULEX TERRITANS,0.0,0.0
T003,2011,9,CULEX ERRATICUS,0.0,0.0
T003,2011,9,CULEX PIPIENS/RESTUANS,70.0,1.0
T003,2011,10,CULEX SALINARIUS,0.0,0.0
T003,2011,10,CULEX TARSALIS,0.0,0.0
T003,2011,10,CULEX PIPIENS,0.0,0.0
T003,2011,10,CULEX RESTUANS,0.0,0.0
T003,2011,10,CULEX TERRITANS,0.0,0.0
T003,2011,10,CULEX ERRATICUS,0.0,0.0
T003,2011,10,CULEX PIPIENS/RESTUANS,0.0,0.0
T003,2013,5,CULEX SALINARIUS,0.0,0.0
T003,2013,5,CULEX TARSALIS,0.0,0.0
T003,2013,5,CULEX PIPIENS,0.0,0.0
T003,2013,5,CULEX RESTUANS,0.0,0.0
T003,2013,5,CULEX TERRITANS,0.0,0.0
T003,2013,5,CULEX ERRATICUS,0.0,0.0
T003,2013,5,CULEX PIPIENS/RESTUANS,0.0,0.0
T003,2013,6,CULEX SALINARIUS,0.0,0.0
T003,2013,6,CULEX TARSALIS,0.0,0.0
T003,2013,6,CULEX PIPIENS,5.0,1.0
T003,2013,6,CULEX RESTUANS,0.0,0.0
T003,2013,6,CULEX TERRITANS,0.0,0.0
T003,2013,6,CULEX ERRATICUS,0.0,0.0
T003,2013,6,CULEX PIPIENS/RESTUANS,23.0,0.0
T003,2013,7,CULEX SALINARIUS,0.0,0.0
T003,2013,7,CULEX TARSALIS,0.0,0.0
T003,2013,7,CULEX PIPIENS,0.0,0.0
T003,2013,7,CULEX RESTUANS,0.0,0.0
T003,2013,7,CULEX TERRITANS,0.0,0.0
T003,2013,7,CULEX ERRATICUS,0.0,0.0
T003,2013,7,CULEX PIPIENS/RESTUANS,0.0,0.0
T003,2013,8,CULEX SALINARIUS,0.0,0.0
T003,2013,8,CULEX TARSALIS,0.0,0.0
T003,2013,8,CULEX PIPIENS,0.0,0.0
T003,2013,8,CULEX RESTUANS,0.0,0.0
T003,2013,8,CULEX TERRITANS,0.0,0.0
T003,2013,8,CULEX ERRATICUS,0.0,0.0
T003,2013,8,CULEX PIPIENS/RESTUANS,0.0,0.0
T003,2013,9,CULEX SALINARIUS,0.0,0.0
T003,2013,9,CULEX TARSALIS,0.0,0.0
T003,2013,9,CULEX PIPIENS,0.0,0.0
T003,2013,9,CULEX RESTUANS,0.0,0.0
T003,2013,9,CULEX TERRITANS,0.0,0.0
T003,2013,9,CULEX ERRATICUS,0.0,0.0
T003,2013,9,CULEX PIPIENS/RESTUANS,0.0,0.0
T003,2013,10,CULEX SALINARIUS,0.0,0.0
T003,2013,10,CULEX TARSALIS,0.0,0.0
T003,2013,10,CULEX PIPIENS,0.0,0.0
T003,2013,10,CULEX RESTUANS,0.0,0.0
T003,2013,10,CULEX TERRITANS,0.0,0.0
T003,2013,10,CULEX ERRATICUS,0.0,0.0
T003,2013,10,CULEX PIPIENS/RESTUANS,0.0,0.0
T013,2007,5,CULEX SALINARIUS,0.0,0.0
T013,2007,5,CULEX TARSALIS,0.0,0.0
T013,2007,5,CULEX PIPIENS,0.0,0.0
T013,2007,5,CULEX RESTUANS,0.0,0.0
T013,2007,5,CULEX TERRITANS,0.0,0.0
T013,2007,5,CULEX ERRATICUS,0.0,0.0
T013,2007,5,CULEX PIPIENS/RESTUANS,0.0,0.0
T013,2007,6,CULEX SALINARIUS,0.0,0.0
T013,2007,6,CULEX TARSALIS,0.0,0.0
T013,2007,6,CULEX PIPIENS,0.0,0.0
T013,2007,6,CULEX RESTUANS,0.0,0.0
T013,2007,6,CULEX TERRITANS,0.0,0.0
T013,2007,6,CULEX ERRATICUS,0.0,0.0
T013,2007,6,CULEX PIPIENS/RESTUANS,1.0,0.0
T013,2007,7,CULEX SALINARIUS,0.0,0.0
T013,2007,7,CULEX TARSALIS,0.0,0.0
T013,2007,7,CULEX PIPIENS,0.0,0.0
T013,2007,7,CULEX RESTUANS,2.0,0.0
T013,2007,7,CULEX TERRITANS,0.0,0.0
T013,2007,7,CULEX ERRATICUS,0.0,0.0
T013,2007,7,CULEX PIPIENS/RESTUANS,12.0,0.0
T013,2007,8,CULEX SALINARIUS,0.0,0.0
T013,2007,8,CULEX TARSALIS,0.0,0.0
T013,2007,8,CULEX PIPIENS,120.0,0.0
T013,2007,8,CULEX RESTUANS,6.0,0.0
T013,2007,8,CULEX TERRITANS,2.0,0.0
T013,2007,8,CULEX ERRATICUS,0.0,0.0
T013,2007,8,CULEX PIPIENS/RESTUANS,204.0,0.0
T013,2007,9,CULEX SALINARIUS,0.0,0.0
T013,2007,9,CULEX TARSALIS,0.0,0.0
T013,2007,9,CULEX PIPIENS,0.0,0.0
T013,2007,9,CULEX RESTUANS,0.0,0.0
T013,2007,9,CULEX TERRITANS,0.0,0.0
T013,2007,9,CULEX ERRATICUS,0.0,0.0
T013,2007,9,CULEX PIPIENS/RESTUANS,0.0,0.0
T013,2007,10,CULEX SALINARIUS,0.0,0.0
T013,2007,10,CULEX TARSALIS,0.0,0.0
T013,2007,10,CULEX PIPIENS,0.0,0.0
T013,2007,10,CULEX RESTUANS,0.0,0.0
T013,2007,10,CULEX TERRITANS,0.0,0.0
T013,2007,10,CULEX ERRATICUS,0.0,0.0
T013,2007,10,CULEX PIPIENS/RESTUANS,0.0,0.0
T013,2009,5,CULEX SALINARIUS,0.0,0.0
T013,2009,5,CULEX TARSALIS,0.0,0.0
T013,2009,5,CULEX PIPIENS,0.0,0.0
T013,2009,5,CULEX RESTUANS,0.0,0.0
T013,2009,5,CULEX TERRITANS,0.0,0.0
T013,2009,5,CULEX ERRATICUS,0.0,0.0
T013,2009,5,CULEX PIPIENS/RESTUANS,0.0,0.0
T013,2009,6,CULEX SALINARIUS,0.0,0.0
T013,2009,6,CULEX TARSALIS,0.0,0.0
T013,2009,6,CULEX PIPIENS,0.0,0.0
T013,2009,6,CULEX RESTUANS,6.0,0.0
T013,2009,6,CULEX TERRITANS,0.0,0.0
T013,2009,6,CULEX ERRATICUS,0.0,0.0
T013,2009,6,CULEX PIPIENS/RESTUANS,23.0,0.0
T013,2009,7,CULEX SALINARIUS,0.0,0.0
T013,2009,7,CULEX TARSALIS,0.0,0.0
T013,2009,7,CULEX PIPIENS,2.0,0.0
T013,2009,7,CULEX RESTUANS,22.0,1.0
T013,2009,7,CULEX TERRITANS,0.0,0.0
T013,2009,7,CULEX ERRATICUS,0.0,0.0
T013,2009,7,CULEX PIPIENS/RESTUANS,23.0,0.0
T013,2009,8,CULEX SALINARIUS,0.0,0.0
T013,2009,8,CULEX TARSALIS,0.0,0.0
T013,2009,8,CULEX PIPIENS,0.0,0.0
T013,2009,8,CULEX RESTUANS,0.0,0.0
T013,2009,8,CULEX TERRITANS,0.0,0.0
T013,2009,8,CULEX ERRATICUS,0.0,0.0
T013,2009,8,CULEX PIPIENS/RESTUANS,10.0,0.0
T013,2009,9,CULEX SALINARIUS,0.0,0.0
T013,2009,9,CULEX TARSALIS,0.0,0.0
T013,2009,9,CULEX PIPIENS,2.0,0.0
T013,2009,9,CULEX RESTUANS,0.0,0.0
T013,2009,9,CULEX TERRITANS,0.0,0.0
T013,2009,9,CULEX ERRATICUS,0.0,0.0
T013,2009,9,CULEX PIPIENS/RESTUANS,5.0,0.0
T013,2009,10,CULEX SALINARIUS,0.0,0.0
T013,2009,10,CULEX TARSALIS,0.0,0.0
T013,2009,10,CULEX PIPIENS,0.0,0.0
T013,2009,10,CULEX RESTUANS,3.0,0.0
T013,2009,10,CULEX TERRITANS,0.0,0.0
T013,2009,10,CULEX ERRATICUS,0.0,0.0
T013,2009,10,CULEX PIPIENS/RESTUANS,14.0,0.0
T013,2011,5,CULEX SALINARIUS,0.0,0.0
T013,2011,5,CULEX TARSALIS,0.0,0.0
T013,2011,5,CULEX PIPIENS,0.0,0.0
T013,2011,5,CULEX RESTUANS,0.0,0.0
T013,2011,5,CULEX TERRITANS,0.0,0.0
T013,2011,5,CULEX ERRATICUS,0.0,0.0
T013,2011,5,CULEX PIPIENS/RESTUANS,0.0,0.0
T013,2011,6,CULEX SALINARIUS,0.0,0.0
T013,2011,6,CULEX TARSALIS,0.0,0.0
T013,2011,6,CULEX PIPIENS,7.0,0.0
T013,2011,6,CULEX RESTUANS,11.0,0.0
T013,2011,6,CULEX TERRITANS,0.0,0.0
T013,2011,6,CULEX ERRATICUS,0.0,0.0
T013,2011,6,CULEX PIPIENS/RESTUANS,75.0,1.0
T013,2011,7,CULEX SALINARIUS,0.0,0.0
T013,2011,7,CULEX TARSALIS,0.0,0.0
T013,2011,7,CULEX PIPIENS,0.0,0.0
T013,2011,7,CULEX RESTUANS,19.0,0.0
T013,2011,7,CULEX TERRITANS,0.0,0.0
T013,2011,7,CULEX ERRATICUS,0.0,0.0
T013,2011,7,CULEX PIPIENS/RESTUANS,98.0,0.0
T013,2011,8,CULEX SALINARIUS,0.0,0.0
T013,2011,8,CULEX TARSALIS,0.0,0.0
T013,2011,8,CULEX PIPIENS,50.0,1.0
T013,2011,8,CULEX RESTUANS,50.0,0.0
T013,2011,8,CULEX TERRITANS,0.0,0.0
T013,2011,8,CULEX ERRATICUS,0.0,0.0
T013,2011,8,CULEX PIPIENS/RESTUANS,158.0,1.0
T013,2011,9,CULEX SALINARIUS,0.0,0.0
T013,2011,9,CULEX TARSALIS,0.0,0.0
T013,2011,9,CULEX PIPIENS,61.0,0.0
T013,2011,9,CULEX RESTUANS,3.0,0.0
T013,2011,9,CULEX TERRITANS,0.0,0.0
T013,2011,9,CULEX ERRATICUS,0.0,0.0
T013,2011,9,CULEX PIPIENS/RESTUANS,148.0,1.0
T013,2011,10,CULEX SALINARIUS,0.0,0.0
T013,2011,10,CULEX TARSALIS,0.0,0.0
T013,2011,10,CULEX PIPIENS,0.0,0.0
T013,2011,10,CULEX RESTUANS,0.0,0.0
T013,2011,10,CULEX TERRITANS,0.0,0.0
T013,2011,10,CULEX ERRATICUS,0.0,0.0
T013,2011,10,CULEX PIPIENS/RESTUANS,0.0,0.0
T013,2013,5,CULEX SALINARIUS,0.0,0.0
T013,2013,5,CULEX TARSALIS,0.0,0.0
T013,2013,5,CULEX PIPIENS,0.0,0.0
T013,2013,5,CULEX RESTUANS,0.0,0.0
T013,2013,5,CULEX TERRITANS,0.0,0.0
T013,2013,5,CULEX ERRATICUS,0.0,0.0
T013,2013,5,CULEX PIPIENS/RESTUANS,0.0,0.0
T013,2013,6,CULEX SALINARIUS,0.0,0.0
T013,2013,6,CULEX TARSALIS,0.0,0.0
T013,2013,6,CULEX PIPIENS,26.0,1.0
T013,2013,6,CULEX RESTUANS,0.0,0.0
T013,2013,6,CULEX TERRITANS,0.0,0.0
T013,2013,6,CULEX ERRATICUS,0.0,0.0
T013,2013,6,CULEX PIPIENS/RESTUANS,30.0,1.0
T013,2013,7,CULEX SALINARIUS,0.0,0.0
T013,2013,7,CULEX TARSALIS,0.0,0.0
T013,2013,7,CULEX PIPIENS,0.0,0.0
T013,2013,7,CULEX RESTUANS,0.0,0.0
T013,2013,7,CULEX TERRITANS,0.0,0.0
T013,2013,7,CULEX ERRATICUS,0.0,0.0
T013,2013,7,CULEX PIPIENS/RESTUANS,0.0,0.0
T013,2013,8,CULEX SALINARIUS,0.0,0.0
T013,2013,8,CULEX TARSALIS,0.0,0.0
T013,2013,8,CULEX PIPIENS,0.0,0.0
T013,2013,8,CULEX RESTUANS,0.0,0.0
T013,2013,8,CULEX TERRITANS,0.0,0.0
T013,2013,8,CULEX ERRATICUS,0.0,0.0
T013,2013,8,CULEX PIPIENS/RESTUANS,0.0,0.0
T013,2013,9,CULEX SALINARIUS,0.0,0.0
T013,2013,9,CULEX TARSALIS,0.0,0.0
T013,2013,9,CULEX PIPIENS,0.0,0.0
T013,2013,9,CULEX RESTUANS,0.0,0.0
T013,2013,9,CULEX TERRITANS,0.0,0.0
T013,2013,9,CULEX ERRATICUS,0.0,0.0
T013,2013,9,CULEX PIPIENS/RESTUANS,0.0,0.0
T013,2013,10,CULEX SALINARIUS,0.0,0.0
T013,2013,10,CULEX TARSALIS,0.0,0.0
T013,2013,10,CULEX PIPIENS,0.0,0.0
T013,2013,10,CULEX RESTUANS,0.0,0.0
T013,2013,10,CULEX TERRITANS,0.0,0.0
T013,2013,10,CULEX ERRATICUS,0.0,0.0
T013,2013,10,CULEX PIPIENS/RESTUANS,0.0,0.0
